st,serotype,study_id,logRR,logRR_lci,logRR_uci,sd_logRR,Comparison
3,9V,NCT03620162,0.0030166405870377666,-0.038952789864289405,0.047913462592373335,0.02133765016829423,PCV15 vs PCV13
3,9V,NCT03692871,5.746459731525988e-4,-0.09402182924618145,0.09640896660019661,0.047302967264702914,PCV15 vs PCV13
3,9V,NCT03885934,0.06615721263482799,-0.00471079747966958,0.17112056048944363,0.04582205967054778,PCV15 vs PCV13
3,9V,NCT03893448,0.06907498916944377,0.01407883713590945,0.12357933789297439,0.02709424020541614,PCV15 vs PCV13
3,9V,NCT04016714,0.07809717600977928,0.016045460820006973,0.13970122367443472,0.030095952785374122,PCV15 vs PCV13
3,9V,NCT04384107,0.03907627655584189,5.18587815056804e-4,0.09572989356539639,0.024702672865522787,PCV15 vs PCV13
3,9V,NCT02987972_lot1,0.07884805906441983,0.015378806477899798,0.15086771934290863,0.033582481231110045,PCV15 vs PCV13
3,9V,NCT02987972_lot2,0.055481836086582526,0.00986636935355345,0.11392708293619032,0.02623135804377387,PCV15 vs PCV13
4,14,NCT01215188,0.07140462525198066,0.0169884454773668,0.16264203260529228,0.036775896492286235,PCV15 vs PCV13
4,14,NCT02037984,-0.04490039544537128,-0.23151741166934436,0.10981076894726792,0.08455403927912374,PCV15 vs PCV13
4,14,NCT02531373,0.047169822002450346,-0.0895003906607625,0.2192435276630189,0.07677394350175483,PCV15 vs PCV13
4,14,NCT03620162,0.04597635927156407,-0.01836527464910067,0.13762753189843596,0.03971034041181676,PCV15 vs PCV13
4,14,NCT03692871,0.08587801760559621,-0.05453253231174883,0.2772176593877992,0.08464174193489983,PCV15 vs PCV13
4,14,NCT03885934,0.09418357608099504,0.0013021670969688205,0.24164053913517014,0.06048460541109816,PCV15 vs PCV13
4,14,NCT03893448,0.06782784304049727,0.027068541227001818,0.13622444712683437,0.027890110543001185,PCV15 vs PCV13
4,14,NCT04016714,0.07825096087924299,0.032615805535175915,0.15741500297348407,0.03167992769872124,PCV15 vs PCV13
4,14,NCT04384107,0.053105573964082886,0.0018764981273952544,0.1378213952767629,0.034705332736244286,PCV15 vs PCV13
4,14,NCT02987972_lot1,0.04011467772714461,-0.006911870933705242,0.11013150022378458,0.02998239688457606,PCV15 vs PCV13
4,14,NCT02987972_lot2,0.05307888345659739,0.004852208642228285,0.12928389593837,0.03178358903455841,PCV15 vs PCV13
5,18C,NCT01215188,0.11901378644305849,0.021494482177718172,0.2229048685039127,0.049870213192247714,PCV15 vs PCV13
5,18C,NCT02037984,0.07810223627486801,-0.013878203717201965,0.2136873573894858,0.06080206131357072,PCV15 vs PCV13
5,18C,NCT02531373,0.11402987770976658,-6.162768788929058e-4,0.2897819112972728,0.07476747517578292,PCV15 vs PCV13
5,18C,NCT03620162,-0.006934848370112157,-0.06643371277977086,0.04716577982532575,0.028010314723340066,PCV15 vs PCV13
5,18C,NCT03692871,-0.03234577041831299,-0.18433892199904245,0.08695660099981564,0.06698551926881557,PCV15 vs PCV13
5,18C,NCT03885934,0.001890771522174095,-0.08460466051094258,0.096896181066335,0.04440893837759745,PCV15 vs PCV13
