st,serotype,study_id,logRR,logRR_lci,logRR_uci,sd_logRR,Comparison
9,3,CTRI/2020/02/023129,0,-0.04489460305449077,0.01348116547691026,0.016125130384483818,PCV14 vs PCV13
10,5,CTRI/2020/02/023129,0,-0.11432444708940533,0.07970745184197875,0.046362171329924984,PCV14 vs PCV13
12,7F,CTRI/2020/02/023129,0.03264756722046469,-0.018373177780191607,0.29488396676169726,0.08914578090976338,PCV14 vs PCV13
13,19A,CTRI/2020/02/023129,0.001974176630662461,-0.03518767598161565,0.2408890769339601,0.07444737495888423,PCV14 vs PCV13
1,4,NCT01215188,0,-0.02015674417744624,0.05418164910947358,0.01824908380811581,PCV15 vs PCV13
1,4,NCT02037984,0,-0.26168969626001093,0.003184351415998892,0.07926100827667487,PCV15 vs PCV13
1,4,NCT03692871,0,-0.1983445378989373,0.08239749044725367,0.06626889903387038,PCV15 vs PCV13
1,4,NCT03893448,0,-0.006936321770271969,0.049064624519663494,0.015190840443514295,PCV15 vs PCV13
1,4,NCT04384107,0.024455949837993707,-0.003774494456943864,0.19361388789913356,0.05888670999134887,PCV15 vs PCV13
1,4,NCT02987972_lot1,0,-0.05405017580369857,0.025126465922053826,0.01927629781337451,PCV15 vs PCV13
1,4,NCT02987972_lot2,0,-0.04324155865138164,0.037529846388984905,0.01836000117056865,PCV15 vs PCV13
1,4,NCT03848065,0.07977266908197977,-0.016526662722602743,0.4262158629984319,0.13294935316532863,PCV15 vs PCV13
2,6B,NCT01215188,0.0661410563314031,0,0.2810746174054813,0.08924175348877139,PCV15 vs PCV13
2,6B,NCT02037984,0.21193601241287308,0,0.6780479783124591,0.20793078599068918,PCV15 vs PCV13
2,6B,NCT03692871,0.09231187596889923,-0.046561489424086354,0.45203277450790863,0.13741197250825996,PCV15 vs PCV13
2,6B,NCT03893448,0.04895693039547444,0,0.16386336925407105,0.04901005994559035,PCV15 vs PCV13
2,6B,NCT04384107,0.19838035488358408,0,0.549476972718927,0.13700558377492514,PCV15 vs PCV13
2,6B,NCT02987972_lot1,0,-0.10176611451410489,0.06568541737579302,0.03861945502892312,PCV15 vs PCV13
2,6B,NCT02987972_lot2,0.011388572834501343,-0.03156081921030109,0.13125203722606027,0.04193424078060295,PCV15 vs PCV13
2,6B,NCT03848065,0.1821038378128268,0,0.5114559821494087,0.14447894084137244,PCV15 vs PCV13
3,9V,NCT01215188,0,-0.009985683029054889,0.05804873084018852,0.01853653650313913,PCV15 vs PCV13
3,9V,NCT02037984,0,-0.015907124324614358,0.09498749445433317,0.0311303023753664,PCV15 vs PCV13
3,9V,NCT03692871,0,-0.043704929567810975,0.04667242753005896,0.02153106139156189,PCV15 vs PCV13
3,9V,NCT03893448,0,-0.005749323074560949,0.032266186602441134,0.01023450844811058,PCV15 vs PCV13
3,9V,NCT04384107,0,-0.01490991607670289,0.06236331222621736,0.02011779985980479,PCV15 vs PCV13
3,9V,NCT02987972_lot1,0,-0.006647592328497474,0.03980699087704856,0.013032541202053587,PCV15 vs PCV13
3,9V,NCT02987972_lot2,0,-0.028301588591949842,0.00783530072794833,0.008953498139031825,PCV15 vs PCV13
3,9V,NCT03848065,0,-0.03446902957600237,0.14538089856169614,0.048802247216192855,PCV15 vs PCV13
4,14,NCT01215188,0.081561624759690865,0,0.2888365406421502,0.08468969838035816,PCV15 vs PCV13
4,14,NCT02037984,0.10850311741683649,0,0.4866142271449165,0.14467948340034145,PCV15 vs PCV13
4,14,NCT03692871,0.09742458045468938,-0.031543606884489934,0.4970642820521416,0.1475883580205264,PCV15 vs PCV13
4,14,NCT03893448,0.11169349903852632,0,0.3576744402636647,0.10008934050864728,PCV15 vs PCV13
4,14,NCT04384107,0.10863251423988585,0,0.390552666055063,0.1081322918772171,PCV15 vs PCV13
4,14,NCT02987972_lot1,0.030447852943861875,-0.007689156621180015,0.1662832625379372,0.04874686902978361,PCV15 vs PCV13
4,14,NCT02987972_lot2,0.05004120780485444,0,0.21591096113709918,0.06309910302515429,PCV15 vs PCV13
4,14,NCT03848065,0.05129121759254307,-0.08322616696250786,0.3706720497751201,0.11413578729982264,PCV15 vs PCV13
5,18C,NCT01215188,0,0,0.3313884253336451,0.10004534213075512,PCV15 vs PCV13
5,18C,NCT02037984,0,-0.05046755599711556,0.14211414026320018,0.04356602387600829,PCV15 vs PCV13
5,18C,NCT03692871,0,-0.09315620546995455,0.15156132918089438,0.057398789600183735,PCV15 vs PCV13
5,18C,NCT03893448,0,0,0.21276718705567285,0.06531112568565231,PCV15 vs PCV13
5,18C,NCT04384107,0.05644737920905518,0,0.30720645456335094,0.09597402417784309,PCV15 vs PCV13
5,18C,NCT02987972_lot1,0,0,0.21967512742701648,0.06706729524181573,PCV15 vs PCV13
5,18C,NCT02987972_lot2,0,-0.03234804238334141,0.042938600934260225,0.016943059325791595,PCV15 vs PCV13
5,18C,NCT03848065,0.06919702339754963,-6.896978844493832e-4,0.4075875394704671,0.1242682903961277,PCV15 vs PCV13
6,19F,NCT01215188,0,-0.023207368233553086,0.17684339832909304,0.05584865892453533,PCV15 vs PCV13
6,19F,NCT02037984,0,-0.10639033355685444,0.01980977874715685,0.03205101831647032,PCV15 vs PCV13
6,19F,NCT03692871,0,-0.01883465801208034,0.15937251838975516,0.04590711029398546,PCV15 vs PCV13
6,19F,NCT03893448,0,-0.01506989534997497,0.11529296183774873,0.03700399676204972,PCV15 vs PCV13
6,19F,NCT04384107,0.01593326309305665,-0.018482732900592942,0.20201306548177797,0.062367233490827824,PCV15 vs PCV13
6,19F,NCT02987972_lot1,0,-0.006106377623629,0.05977980061451272,0.01835530341581606,PCV15 vs PCV13
6,19F,NCT02987972_lot2,0,-0.005495793519073855,0.050537187344223036,0.01502319597343841,PCV15 vs PCV13
6,19F,NCT03848065,0.032610302764106924,-0.0231469846426465,0.2798546898556134,0.08447278193001548,PCV15 vs PCV13
7,23F,NCT01215188,0,0,0.20562138285825912,0.06276854040963661,PCV15 vs PCV13
7,23F,NCT02037984,0,-0.0764320265139828,0.1448712342816754,0.0504739821399869,PCV15 vs PCV13
7,23F,NCT03692871,0,-0.12387374756633658,0.14900087666355416,0.061026076710812394,PCV15 vs PCV13
7,23F,NCT03893448,0,0,0.10413947995024907,0.0328688151058264,PCV15 vs PCV13
7,23F,NCT04384107,0.06069677615457625,0,0.33464766730072487,0.0970434604252105,PCV15 vs PCV13
7,23F,NCT02987972_lot1,0,-0.034790338888399684,0.058024612447841455,0.021236550517826056,PCV15 vs PCV13
7,23F,NCT02987972_lot2,0,-0.143000250488399,0,0.04467488702978406,PCV15 vs PCV13
7,23F,NCT03848065,0.06751378271295305,-0.03274329172352934,0.4792637172660675,0.14544588838083095,PCV15 vs PCV13
8,1,NCT01215188,0.016123571590607177,0,0.3330031202758338,0.10908833452367184,PCV15 vs PCV13
8,1,NCT02037984,0,-0.021141522484854857,0.2685274330689337,0.09276262439563004,PCV15 vs PCV13
8,1,NCT03692871,0,-0.015017248347213828,0.38771444765797897,0.13855393145835912,PCV15 vs PCV13
8,1,NCT03893448,0.02381556284029518,-1.1712773982704319e-6,0.462912073534118,0.14716976887830327,PCV15 vs PCV13
8,1,NCT04384107,0.12780086325695272,-0.012374355631225105,0.6223869536783752,0.19212805970231694,PCV15 vs PCV13
8,1,NCT02987972_lot1,0,0,0.34536304101236376,0.10822688181256666,PCV15 vs PCV13
8,1,NCT02987972_lot2,0,0,0.21374507494443787,0.06778742512144115,PCV15 vs PCV13
8,1,NCT03848065,0.06904691721847822,-0.022940220098233464,0.4524021075763338,0.1336866872697144,PCV15 vs PCV13
9,3,NCT01215188,0,-0.214115537161972,0.062174619293399035,0.07051942469116057,PCV15 vs PCV13
