serotype,total_inv_var,pooled_logRR,se_logRR,lci_logRR,uci_logRR,Comparison
5,2403.093325648672,0.003055827091556642,0.02039927259120809,-0.036926747187211215,0.0430384013703245,PCV15 vs PCV13
6A,2401.468555155964,0.1560718994464476,0.02040617223015831,0.11607580187533731,0.19606799701755787,PCV15 vs PCV13
7F,3835.7846659122724,0.025862676519179884,0.016146295285997966,-0.00578406224137613,0.057509415279735895,PCV15 vs PCV13
19A,13290.15909245231,0.0065896381638842014,0.008674309427322974,-0.010412008313668826,0.023591284641437227,PCV15 vs PCV13
4,479.74548916036235,0.035483101424883035,0.04565565208278084,-0.05400197665736742,0.12496817950713349,PCV20 vs PCV13
6B,566.7619198856491,0.1693707015935262,0.04200487228745293,0.08704115191011848,0.25170025127693396,PCV20 vs PCV13
9V,734.2182933116509,7.329258197426476e-4,0.03690518609003976,-0.07160123891673528,0.07306709055622057,PCV20 vs PCV13
14,2784.209370200824,0.03196318920974242,0.018951738471891626,-0.005182218195165164,0.06910859661465,PCV20 vs PCV13
18C,667.5137122790989,0.04393024986566973,0.03870525243187789,-0.03193204490081094,0.11979254463215039,PCV20 vs PCV13
19F,3133.0759351052525,0.0054520344359639044,0.017865473850117313,-0.029564294310266026,0.04046836318219384,PCV20 vs PCV13
23F,711.7863682122518,0.06917140884564359,0.03748220803957262,-0.004293718911918751,0.1426365366032059,PCV20 vs PCV13
1,589.3817026309064,0.005345723807456356,0.041190937398409955,-0.07538851349342715,0.08607996110833988,PCV20 vs PCV13
3,673.4238953878215,-0.036044508046645087,0.038535033308137664,-0.11157317333059491,0.03948415723730473,PCV20 vs PCV13
5,439.7262068373395,0.004768569707388496,0.04768796886181907,-0.08869984926177689,0.09823698867655388,PCV20 vs PCV13
6A,1515.0090175399162,0.09425015899322778,0.02569167331642553,0.04389447929303374,0.1446058386934218,PCV20 vs PCV13
7F,1591.0265117812376,0.0257667292553652,0.025070401647542866,-0.023371257973818813,0.07490471648454922,PCV20 vs PCV13
19A,3994.214204508464,0.00941485475415214,0.015822835903512137,-0.021597903616731647,0.04042761312503593,PCV20 vs PCV13
